Index,Date,Steps,Weight,Distance,Calories,Heart Points,Days,fiveDMA_htpts,predict,error,errpct,htpts,four_MA,nine_MA,thirteen_MA,Seasonality,Trend,Residual,Actual_values
199,19-07-2021,7193, ,4014.857584,2000,0,200,31.7,26.70031362,-26.70031362,-100.00%,0,30.11111111,33.875,36.15384615,1.236114356,18.14285714,-19.3789715,0
200,20-07-2021,5801, ,3385.52946,1807.410687,24,201,29.5,18.98895836,5.011041635,20.88%,24,25.66666667,25.875,34.23076923,-6.767287004,22.85714286,7.910144147,24
201,21-07-2021,12422, ,7883.967414,1984.481974,32,202,26.3,55.66775374,-23.66775374,-73.96%,32,15,12.875,30.92307692,-1.396538705,38.85714286,-5.460604152,32
202,22-07-2021,15238, ,9451.390205,2030.171457,52,203,18.7,71.26773679,-19.26773679,-37.05%,52,20.77777778,16.875,32.69230769,3.561447974,53.71428571,-5.275733688,52
203,23-07-2021,10986, ,6453.0256,1881.507556,48,204,23.5,47.71264875,0.287351252,0.60%,48,21,17.625,32.84615385,-6.212865236,53.71428571,0.498579521,48
204,24-07-2021,21659,64.59999847,17293.22106,2346.872881,116,205,30.5,106.8385788,9.161421174,7.90%,116,32.33333333,21.875,36.84615385,5.51891319,50.28571429,60.19537252,116
205,25-07-2021,14201, ,10267.05528,1872.127883,104,206,39.5,65.52299872,38.47700128,37.00%,104,42.22222222,34.5,35,4.060215425,52.42857143,47.51121315,104
206,26-07-2021,10152,63.79999924,6166.943826,2000,0,207,38,43.09248331,-43.09248331,-100.00%,0,41.77777778,47,35,1.236114356,45,-46.23611436,0
207,27-07-2021,3372, ,1838.330229,2000,0,208,37.6,5.53286503,-5.53286503,-100.00%,0,41.77777778,47,31.46153846,-6.767287004,38.14285714,-31.37557014,0
208,28-07-2021,9043, ,4361.268295,1813.174416,47,209,42.3,36.94888203,10.05111797,21.39%,47,47,47,34,-1.396538705,21.57142857,26.82511013,47
209,29-07-2021,6478, ,3797.64754,2000,0,210,42.3,22.73938043,-22.73938043,-100.00%,0,44.33333333,49.875,32.84615385,3.561447974,6.714285714,-10.27573369,0
210,30-07-2021,4792, ,2597.36823,2000,0,211,39.9,13.39933376,-13.39933376,-100.00%,0,40.77777778,45.875,32.53846154,-6.212865236,9,-2.787134764,0
211,31-07-2021,3911, ,2048.42012,2000,0,212,36.7,8.518799286,-8.518799286,-100.00%,0,35,39.375,32.53846154,5.51891319,14.28571429,-19.80462748,0
212,01-08-2021,10195, ,5680.579226,2000,0,213,31.5,43.33069328,-43.33069328,-100.00%,0,29.66666667,33.375,32.53846154,4.060215425,18.42857143,-22.48878685,0
213,02-08-2021,7746, ,4682.675281,1731.485191,16,214,28.3,29.76380461,-13.76380461,-86.02%,16,18.55555556,18.875,31.92307692,1.236114356,30.57142857,-15.80754293,16
214,03-08-2021,7615, ,5048.696812,1734.494172,37,215,20.4,29.03809517,7.961904826,21.52%,37,11.11111111,7.875,32.30769231,-6.767287004,42.71428571,1.05300129,37
215,04-08-2021,12851, ,9043.624891,1905.321662,76,216,17.6,58.04431366,17.95568634,23.63%,76,19.55555556,12.5,34.15384615,-1.396538705,44.28571429,33.11082442,76
216,05-08-2021,13240, ,9033.628584,1721.389431,85,217,26.1,60.19928291,24.80071709,29.18%,85,29,22,37,3.561447974,49.14285714,32.29569488,85
217,06-08-2021,13992, ,9892.749241,1931.206204,85,218,34.6,64.36518747,20.63481253,24.28%,85,33.22222222,26.75,34.61538462,-6.212865236,51.71428571,39.49857952,85
218,07-08-2021,9785, ,5945.178593,1803.748978,11,219,31,41.05938893,-30.05938893,-273.27%,11,34.44444444,37.375,27.46153846,5.51891319,46.42857143,-40.94748462,11
219,08-08-2021,11008, ,6714.077509,1796.753707,34,220,34.4,47.83452362,-13.83452362,-40.69%,34,38.22222222,38.75,30.07692308,4.060215425,35.57142857,-5.631643997,34
220,09-08-2021,5844, ,2531.913281,1625.997581,34,221,37.8,19.22716833,14.77283167,43.45%,34,42,43,32.69230769,1.236114356,35,-2.236114356,34
221,10-08-2021,2269, ,1187.568661,2000,0,222,37.8,-0.577497649,0.577497649,-100.00%,0,42,47.25,29.07692308,-6.767287004,22.85714286,-16.08985585,0
222,11-08-2021,1150, ,504.5618086,2000,0,223,37.8,-6.776496596,6.776496596,-100.00%,0,40.22222222,45.25,29.07692308,-1.396538705,25.28571429,-23.88917558,0
223,12-08-2021,14003, ,10171.0032,1886.900773,81,224,44.3,64.42612491,16.57387509,20.46%,81,45.11111111,40.625,35.30769231,3.561447974,21.85714286,55.58140917,81
224,13-08-2021,712, ,269.0149071,2000,0,225,40.6,-9.202914414,9.202914414,-100.00%,0,36.66666667,41.25,35.30769231,-6.212865236,19.71428571,-13.50142048,0
225,14-08-2021,4558, ,3092.477285,1636.533258,28,226,35.8,12.10302835,15.89697165,56.77%,28,30.33333333,30.625,37.46153846,5.51891319,25.28571429,-2.804627476,28
226,15-08-2021,2093, ,1379.417197,1531.161024,10,227,28.3,-1.55249659,11.55249659,115.52%,10,22,23.5,37,4.060215425,25.57142857,-19.631644,10
227,16-08-2021,6442, ,3810.542754,1656.113741,19,228,21.7,22.53994882,-3.539948825,-18.63%,19,22.88888889,23.375,35.61538462,1.236114356,14.14285714,3.621028501,19
228,17-08-2021,9918, ,6662.889341,1640.092269,39,229,24.5,41.7961779,-2.796177903,-7.17%,39,23.44444444,21.5,32.76923077,-6.767287004,20,25.767287,39
229,18-08-2021,3077, ,1687.703489,1527.261634,2,230,21.3,3.898633851,-1.898633851,-94.93%,2,19.88888889,22.125,26.38461538,-1.396538705,22.85714286,-19.46060415,2
230,19-08-2021,981, ,546.801064,1485.367827,1,231,18,-7.71271717,8.71271717,871.27%,1,20,22.375,19.92307692,3.561447974,21.42857143,-23.9900194,1
231,20-08-2021,13632, ,8960.797486,1668.793403,41,232,22.1,62.37087146,-21.37087146,-52.12%,41,24.55555556,22.5,22.23076923,-6.212865236,27.42857143,19.78429381,41
232,21-08-2021,11800, ,11831.43776,1674.610816,48,233,26.9,52.22201885,-4.222018848,-8.80%,48,20.88888889,17.5,23.30769231,5.51891319,26.71428571,15.7668011,48
233,22-08-2021,3170, ,1845.389123,2000,0,234,18.8,4.413832155,-4.413832155,-100.00%,0,20.88888889,23.5,20.69230769,4.060215425,27.85714286,-31.91735828,0
234,23-08-2021,10169, ,7130.609454,1805.199972,61,235,24.9,43.18665935,17.81334065,29.20%,61,24.55555556,20,25.38461538,1.236114356,28.57142857,31.19245707,61
235,24-08-2021,5152, ,3427.047505,1601.308561,34,236,25.5,15.39364977,18.60635023,54.72%,34,27.22222222,26.375,28,-6.767287004,22.71428571,18.05300129,34
236,25-08-2021,5469, ,3208.73908,1580.526651,10,237,25.5,17.14975582,-7.149755818,-71.50%,10,26.22222222,28.25,22.53846154,-1.396538705,31.14285714,-19.74631844,10
237,26-08-2021,5127, ,2929.361314,1651.178394,6,238,24.2,15.2551556,-9.255155603,-154.25%,6,22.55555556,24.625,23,3.561447974,35.85714286,-33.41859083,6
238,27-08-2021,3872, ,1952.627022,2000,0,239,20.3,8.302748384,-8.302748384,-100.00%,0,22.33333333,25.125,20.84615385,-6.212865236,36.71428571,-30.50142048,0
239,28-08-2021,16509, ,11215.83971,1924.762261,107,240,30.8,78.30878028,28.69121972,26.81%,107,34.11111111,25,28.30769231,5.51891319,31.85714286,69.62394395,107
240,29-08-2021,13182, ,8099.664425,2108.295314,33,241,34,59.87797644,-26.87797644,-81.45%,33,33.22222222,33.25,29.38461538,4.060215425,39.14285714,-10.20307257,33
241,30-08-2021,10228, ,6767.018617,1992.16966,67,242,36.6,43.51350558,23.48649442,35.05%,67,35.33333333,31.375,31.53846154,1.236114356,47.28571429,18.47817136,67
242,31-08-2021,2597, ,1287.926919,2000,0,243,31.8,1.239545831,-1.239545831,-100.00%,0,35.33333333,39.75,31.38461538,-6.767287004,48.85714286,-42.08985585,0
243,01-09-2021,9326, ,4452.926907,1830.737864,61,244,37.9,38.51663601,22.48336399,36.86%,61,35.33333333,32.125,36,-1.396538705,33.57142857,28.82511013,61
244,02-09-2021,8782, ,5245.323834,1746.820018,63,245,38.1,35.50300292,27.49699708,43.65%,63,38.55555556,35.5,37.69230769,3.561447974,42.28571429,17.15283774,63
245,03-09-2021,5851, ,3368.046398,1660.4754,11,246,35.8,19.2659467,-8.2659467,-75.14%,11,38.66666667,42.125,34.84615385,-6.212865236,38.28571429,-21.07284905,11
246,04-09-2021,3215, ,1814.743767,2000,0,247,34.8,4.663121657,-4.663121657,-100.00%,0,38,42.75,34.84615385,5.51891319,43.14285714,-48.66177033,0
247,05-09-2021,11989, ,11063.26774,2026.369167,94,248,43.6,53.26903476,40.73096524,43.33%,94,48.44444444,42.75,37.38461538,4.060215425,34.42857143,55.51121315,94
248,06-09-2021,7133, ,5600.776824,1761.379698,39,249,47.5,26.36792762,12.63207238,32.39%,39,40.88888889,41.125,37.76923077,1.236114356,31.85714286,5.906742787,39
249,07-09-2021,1836, ,1027.872769,1676.433195,34,250,40.2,-2.976216634,36.97621663,108.75%,34,41,41.875,39.61538462,-6.767287004,31.42857143,9.338715576,34
250,08-09-2021,1876, ,1083.293621,2000,0,251,36.9,-2.754625966,2.754625966,-100.00%,0,33.55555556,37.75,39.15384615,-1.396538705,31.42857143,-30.03203272,0
251,09-09-2021,9151, ,6451.081497,1782.408556,45,252,34.7,37.54717684,7.452823162,16.56%,45,38.55555556,37.75,42.61538462,3.561447974,41.85714286,-0.418590831,45
252,10-09-2021,6724, ,4075.981558,1769.290207,8,253,35.5,24.10216304,-16.10216304,-201.28%,8,32.66666667,35.75,35,-6.212865236,48.85714286,-34.64427762,8
253,11-09-2021,2310, ,1184.612466,2000,0,254,29.4,-0.350367214,0.350367214,-100.00%,0,25.66666667,28.875,32.46153846,5.51891319,47,-52.51891319,0
254,12-09-2021,22136, ,14489.93881,2324.884387,167,255,39.8,109.4810475,57.51895245,34.44%,167,43,27.5,40.15384615,4.060215425,59.42857143,103.5112131,167
255,13-09-2021,16263, ,11305.84578,2016.774694,88,256,47.5,76.94599767,11.05400233,12.56%,88,52.77777778,48.375,46.92307692,1.236114356,63.28571429,23.47817136,88
256,14-09-2021,4911, ,3086.491131,1626.728647,21,257,49.6,14.05856599,6.941434006,33.05%,21,44.66666667,47.625,43.84615385,-6.767287004,69,-41.232713,21
257,15-09-2021,10156, ,6881.891565,1630.693649,87,258,48.9,43.11464238,43.88535762,50.44%,87,50,45.375,45.69230769,-1.396538705,86.71428571,1.682252991,87
258,16-09-2021,11707, ,8603.740229,1889.39746,72,259,52.2,51.70682054,20.29317946,28.18%,72,54.22222222,52,50.38461538,3.561447974,69.57142857,-1.132876545,72
259,17-09-2021,8516, ,6380.853649,1817.459302,48,260,53.6,34.02942498,13.97057502,29.11%,48,59.55555556,61,54.07692308,-6.212865236,65.85714286,-11.64427762,48
260,18-09-2021,20643, ,15983.60852,2197.2654,124,261,66,101.2101759,22.78982415,18.38%,124,68.33333333,61.375,56.38461538,5.51891319,70.71428571,47.7668011,124
261,19-09-2021,14866, ,9599.44115,2029.243279,47,262,66.2,69.20694358,-22.20694358,-47.25%,47,72.66666667,75.875,57,4.060215425,66.14285714,-23.20307257,47
262,20-09-2021,9920, ,7063.160908,1878.388157,62,263,71.6,41.80725744,20.19274256,32.57%,62,79.55555556,81.75,59.15384615,1.236114356,60.28571429,0.478171358,62
263,21-09-2021,13881, ,10253.26896,2066.073889,55,264,77.1,63.75027337,-8.750273369,-15.91%,55,67.11111111,68.625,63.38461538,-6.767287004,58.14285714,3.624429862,55
264,22-09-2021,14229, ,11348.6343,1963.249119,55,265,65.9,65.67811218,-10.67811218,-19.41%,55,63.44444444,64.5,64.15384615,-1.396538705,40.85714286,15.53939585,55
265,23-09-2021,10227, ,7789.842042,1976.371133,31,266,60.2,43.50796582,-12.50796582,-40.35%,31,64.55555556,68.75,65.92307692,3.561447974,41.57142857,-14.13287655,31
266,24-09-2021,9033, ,5983.279483,1850.952683,33,267,61.4,36.89348437,-3.893484366,-11.80%,33,58.55555556,61.75,68.46153846,-6.212865236,41.42857143,-2.215706193,33
267,25-09-2021,3604, ,2240.706836,1605.282749,3,268,53,6.818090906,-3.818090906,-127.27%,3,50.88888889,56.875,55.84615385,5.51891319,34.42857143,-36.94748462,3
268,26-09-2021,12266, ,8621.130811,1939.570222,52,269,51,54.80355013,-2.803550134,-5.39%,52,51.33333333,51.25,53.07692308,4.060215425,32.71428571,15.22549886,52
269,27-09-2021,15587, ,10707.19411,2083.993516,61,270,52.3,73.20111537,-12.20111537,-20.00%,61,44.33333333,42.25,56.15384615,1.236114356,32.28571429,27.47817136,61
270,28-09-2021,5757, ,3561.631048,1718.625565,6,271,40.5,18.74520863,-12.74520863,-212.42%,6,39.77777778,44,49.92307692,-6.767287004,31.85714286,-19.08985585,6
271,29-09-2021,6712, ,5995.062575,1769.245602,43,272,40.1,24.03568584,18.96431416,44.10%,43,37.66666667,37,47.69230769,-1.396538705,42.42857143,1.967967277,43
272,30-09-2021,7440, ,5509.876262,1717.091337,28,273,36.7,28.068636,-0.068636,-0.25%,28,34.66666667,35.5,46.15384615,3.561447974,43.42857143,-18.9900194,28
273,01-10-2021,6349, ,4433.247165,1659.893771,30,274,34.2,22.02475052,7.975249479,26.58%,30,31.88888889,32.125,38.92307692,-6.212865236,40.28571429,-4.07284905,30
274,02-10-2021,10602, ,7753.617164,2081.036492,77,275,36.4,45.58537833,31.41462167,40.80%,77,37,32,41.23076923,5.51891319,39.57142857,31.90965824,77
275,03-10-2021,11424, ,5888.676732,2036.955032,59,276,39.2,50.13906657,8.860933434,15.02%,59,39.88888889,37.5,41,4.060215425,37,17.93978457,59
276,04-10-2021,9939, ,5899.424987,1805.024062,39,277,39.8,41.912513,-2.912513004,-7.47%,39,43.88888889,44.5,39.76923077,1.236114356,44.71428571,-6.95040007,39
277,05-10-2021,3515, ,2176.021622,1622.937449,1,278,39.6,6.325051669,-5.325051669,-532.51%,1,38.22222222,42.875,35.61538462,-6.767287004,40.42857143,-32.66128442,1
278,06-10-2021,8987,,,,25,279,36.9,36.6386551,-11.6386551,-46.55%,25,34.22222222,35.375,35.15384615,-1.396538705,40.28571429,-13.88917558,25
279,07-10-2021,10018,,,,82,280,39,42.35015457,39.64984543,48.35%,82,42.66666667,37.75,38.92307692,3.561447974,32.57142857,45.86712345,82
280,08-10-2021,1117,,,,0,281,38.4,-6.959308897,6.959308897,-100.00%,0,37.88888889,42.625,38.69230769,-6.212865236,39,-32.78713476,0
281,09-10-2021,895,,,,76,282,41.7,-8.189137107,84.18913711,110.78%,76,43.22222222,39.125,40.53846154,5.51891319,51.57142857,18.90965824,76
282,10-10-2021,15324,,,,5,283,39.4,71.74415673,-66.74415673,-1334.88%,5,40.44444444,44.875,36.23076923,4.060215425,58.85714286,-57.91735828,5
283,11-10-2021,16002,,,,84,284,44.8,75.50011856,8.499881443,10.12%,84,41.22222222,35.875,42.23076923,1.236114356,58.28571429,24.47817136,84
284,12-10-2021,16096,,,,89,285,46,76.02085663,12.97914337,14.58%,89,44.55555556,39,45.76923077,-6.767287004,71.85714286,23.91014415,89
285,13-10-2021,16138,,,,76,286,47.7,76.25352683,-0.253526829,-0.33%,76,48.66666667,45.25,49.46153846,-1.396538705,75.14285714,2.253681562,76
286,14-10-2021,15535,,,,78,287,51.6,72.9130475,5.086952496,6.52%,78,57.22222222,54.625,53.15384615,3.561447974,86.28571429,-11.84716226,78
287,15-10-2021,15772,,,,95,288,61,74.22597221,20.77402779,21.87%,95,65,61.25,54.53846154,-6.212865236,86.28571429,14.92715095,95
288,16-10-2021,16885,,,,99,289,68.4,80.39173256,18.60826744,18.80%,99,66.88888889,62.875,57.61538462,5.51891319,84.71428571,8.766801096,99
289,17-10-2021,15544,,,,83,290,68.5,72.9629054,10.0370946,12.09%,83,76.11111111,75.25,61,4.060215425,84.28571429,-5.345929711,83
290,18-10-2021,15147,,,,84,291,76.9,70.76361802,13.23638198,15.76%,84,77,76.125,67.38461538,1.236114356,100.9183673,-18.1544817,84
291,19-10-2021,16739,,,,78,292,77.1,79.58292662,-1.582926621,-2.03%,78,85.11111111,86,71.46153846,-6.767287004,106.2040816,-21.43679463,78
292,20-10-2021,15709,,,,73,293,83.9,73.87696691,-0.876966911,-1.20%,73,83.88888889,85.25,70.76923077,-1.396538705,111.4897959,-37.09325721,73
